date,4b. close (USD)
2020-10-30,13560.1
2020-10-29,13455.7
2020-10-28,13266.4
2020-10-27,13636.17
2020-10-26,13052.19
2020-10-25,13028.83
2020-10-24,13111.73
2020-10-23,12923.07
2020-10-22,12968.52
2020-10-21,12780.96
2020-10-20,11909.99
2020-10-19,11751.47
2020-10-18,11503.14
2020-10-17,11360.2
2020-10-16,11319.32
2020-10-15,11505.12
2020-10-14,11417.89
2020-10-13,11420.56
2020-10-12,11528.25
2020-10-11,11369.02
2020-10-10,11293.22
2020-10-09,11050.64
2020-10-08,10925.57
2020-10-07,10666.39
2020-10-06,10599.66
2020-10-05,10792.21
2020-10-04,10666.63
2020-10-03,10542.06
2020-10-02,10570.4
2020-10-01,10619.13
2020-09-30,10776.59
2020-09-29,10840.48
2020-09-28,10696.12
2020-09-27,10774.25
2020-09-26,10728.6
2020-09-25,10686.67
2020-09-24,10736.32
2020-09-23,10241.46
2020-09-22,10529.61
2020-09-21,10417.22
2020-09-20,10920.28
2020-09-19,11080.65
2020-09-18,10933.39
2020-09-17,10939.99
2020-09-16,10954.01
2020-09-15,10785.31
2020-09-14,10671.77
2020-09-13,10332.83
2020-09-12,10440.92
2020-09-11,10387.89
2020-09-10,10336.87
2020-09-09,10219.2
2020-09-08,10126.65
2020-09-07,10373.44
2020-09-06,10256.2
2020-09-05,10166.69
2020-09-04,10446.25
2020-09-03,10140.85
2020-09-02,11388.54
2020-09-01,11921.97
2020-08-31,11649.51
2020-08-30,11711.16
2020-08-29,11465.84
2020-08-28,11526.91
2020-08-27,11330.38
2020-08-26,11461.43
2020-08-25,11318.42
2020-08-24,11748.2
2020-08-23,11648.13
2020-08-22,11662.96
2020-08-21,11531.34
2020-08-20,11853.55
2020-08-19,11754.59
2020-08-18,11945.01
2020-08-17,12281.13
2020-08-16,11911.0
2020-08-15,11852.4
2020-08-14,11760.54
2020-08-13,11780.0
2020-08-12,11564.33
2020-08-11,11392.08
2020-08-10,11892.92
2020-08-09,11681.68
2020-08-08,11761.41
2020-08-07,11594.23
2020-08-06,11762.46
2020-08-05,11744.91
2020-08-04,11191.97
2020-08-03,11219.81
2020-08-02,11071.35
2020-08-01,11801.17
2020-07-31,11335.46
2020-07-30,11099.61
2020-07-29,11100.53
2020-07-28,10906.27
2020-07-27,11029.96
2020-07-26,9931.54
2020-07-25,9700.42
2020-07-24,9537.8
2020-07-23,9603.27
2020-07-22,9518.16
2020-07-21,9390.0
2020-07-20,9160.78
2020-07-19,9208.99
